"","Min.","1st Qu.","Median","Mean","3rd Qu.","Max.","lwr.ci","upr.ci","dataInput","model","site","groupAge","serotype","year.lamb"
"C1F3.22",4.35593937644363e-05,0.0079175487264608,0.0135904569741911,0.0160354915417858,0.0216248747051904,0.0857591432558187,0.0158389271706737,0.0162320559128979,"C1F3","TV","KH",5,NA,22
"C1F3.23",7.769562589377e-05,0.00707710693152408,0.0122460200528086,0.0143084986374336,0.0193483065541578,0.0821298839640645,0.0141353929572399,0.0144816043176274,"C1F3","TV","KH",5,NA,23
"C1F3.24",0.000132544325509021,0.00670995385256071,0.0116357968333949,0.0138078245629078,0.018634622537589,0.0835952554661749,0.0136368293405763,0.0139788197852393,"C1F3","TV","KH",5,NA,24
"C1F3.25",0.000158074854240686,0.00670162363584423,0.011539542425937,0.0136525081605983,0.0184799454470031,0.0718464638542871,0.0134841765116044,0.0138208398095923,"C1F3","TV","KH",5,NA,25
"C1F3.26",6.89944484670857e-05,0.00682245612488522,0.0117766415787671,0.0139465351717566,0.0188676240658686,0.109693835000074,0.0137725897426641,0.0141204806008491,"C1F3","TV","KH",5,NA,26
"C1F3.27",0.00016899154432426,0.00716728727012386,0.0123583629638563,0.0146025589186886,0.0197232096463017,0.0806309597304531,0.0144231287588595,0.0147819890785178,"C1F3","TV","KH",5,NA,27
"C1F3.28",1.99973046920432e-05,0.00754217639203755,0.0130854859456553,0.0154647912954865,0.0208220271744281,0.124246259075218,0.0152711448437274,0.0156584377472456,"C1F3","TV","KH",5,NA,28
"C1F3.29",5.47743327948824e-05,0.00777551260884288,0.0133409356771888,0.0157025801501042,0.0211090775573161,0.0953803898893649,0.0155109832599814,0.015894177040227,"C1F3","TV","KH",5,NA,29
"C1F3.30",6.5394532515084e-05,0.00838493993253184,0.0144142199975928,0.0170126296355405,0.0228302268914409,0.098740409033201,0.0167997614355577,0.0172254978355234,"C1F3","TV","KH",5,NA,30
"C1F3.31",8.90584055440735e-05,0.00923792843170568,0.0161028828184344,0.0191305394797528,0.0259355443466293,0.101340605976847,0.0188933075500108,0.0193677714094947,"C1F3","TV","KH",5,NA,31
